timestamp,test-class,test-method,time,description,result
2021-08-25 18:27:53.864,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4300,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 18:27:57.873,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3610,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 18:28:01.852,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3629,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 18:28:07.069,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4838,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 18:28:10.534,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,3039,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 18:28:12.817,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1934,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 18:28:14.989,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1821,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 18:28:17.911,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2449,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 18:28:54.944,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6169,"[1] recordIndex=0, title=Task 01, description=This is task 01, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-25 18:29:00.334,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4993,"[2] recordIndex=1, title=Task 11, description=This is task 11, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",Expected value 'http://www.moreinfo.something.com' in input box 'link', but '' was found
2021-08-25 18:29:06.914,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6214,"[3] recordIndex=2, title=Task 21, description=This is task 21, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-25 18:29:13.345,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6082,"[4] recordIndex=3, title=Task 31, description=This is task 31, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-25 18:29:19.92,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6101,"[5] recordIndex=4, title=Task 41, description=This is task 41, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-25 18:29:26.373,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6095,"[6] recordIndex=5, title=Task 51, description=This is task 51, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-25 18:29:32.802,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6068,"[7] recordIndex=6, title=Task 61, description=This is task 61, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-25 18:30:00.27,acme.testing.PanicTest,positivePanic,753,"positivePanic()",OK
2021-08-25 18:30:01.071,acme.testing.PanicTest,negativePanic,363,"negativePanic()",OK
