timestamp,test-class,test-method,time,description,result
2021-08-25 18:20:56.118,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1291,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 18:20:58.318,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1856,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 18:21:01.183,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1263,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 18:21:02.761,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1243,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 18:21:04.402,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1291,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 18:21:06.037,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1265,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 18:21:07.627,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1241,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 18:21:40.896,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4701,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 18:21:46.386,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5154,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 18:21:50.875,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4130,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 18:21:54.836,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3644,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 18:21:57.052,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1853,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 18:21:59.302,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1919,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 18:22:01.455,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1805,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 18:22:04.233,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2448,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 18:22:35.09,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4328,"[1] recordIndex=0, title=Task 01, description=This is task 01, executionPeriod=25/09/2021 12:00:00, link=25/10/2021 15:00:00, workloadHours=30, workloadMinutes=http://www.moreinfo.something.com, workload=3",Expected value '25/09/2021 12:00:00' in attribute 1 of record 0, but found '30'
