timestamp,test-class,test-method,time,description,result
2021-08-25 11:44:47.704,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,34348,"[1] recordIndex=0, moment=2021/8/23 23:59, author=Juan Perez, text=hola, link=http://www.example.com",Record index 0 is out of range
2021-08-25 11:45:19.156,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30936,"[2] recordIndex=1, moment=2021/8/23 23:59, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",Record index 1 is out of range
2021-08-25 11:45:50.588,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30912,"[3] recordIndex=2, moment=2021/8/23 23:59, author=Joe Biden, text=Me aburro, link=null",Record index 2 is out of range
2021-08-25 11:46:22.239,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,31035,"[4] recordIndex=3, moment=2021/8/23 23:59, author=Angela Merkel, text=Algo que decir, link=null",Record index 3 is out of range
2021-08-25 11:46:53.653,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30938,"[5] recordIndex=4, moment=2021/8/23 23:59, author=Angelina Jolie, text=NOOOOOOOO, link=null",Record index 4 is out of range
2021-08-25 11:47:24.995,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30914,"[6] recordIndex=5, moment=2021/8/23 23:59, author=Ms X, text=YES, link=http://www.example.com",Record index 5 is out of range
2021-08-25 11:47:56.403,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30932,"[7] recordIndex=6, moment=2021/8/23 23:59, author=Jane Doe, text=q passssa?, link=http://www.example.com",Record index 6 is out of range
2021-08-25 11:48:27.776,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30947,"[1] recordIndex=0, moment=2021/1/23 23:59, author=Juan Perez, text=hola, link=http://www.example.com",Record index 0 is out of range
2021-08-25 11:48:59.139,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30907,"[2] recordIndex=1, moment=2021/1/23 23:59, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",Record index 1 is out of range
2021-08-25 11:49:30.662,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,31052,"[3] recordIndex=2, moment=2021/1/23 23:59, author=Joe Biden, text=Me aburro, link=null",Record index 2 is out of range
2021-08-25 11:50:01.996,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30908,"[4] recordIndex=3, moment=2021/1/23 23:59, author=Angela Merkel, text=Algo que decir, link=null",Record index 3 is out of range
2021-08-25 11:50:33.361,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30968,"[5] recordIndex=4, moment=2021/1/23 23:59, author=Angelina Jolie, text=NOOOOOOOO, link=null",Record index 4 is out of range
2021-08-25 11:51:04.691,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30901,"[6] recordIndex=5, moment=2021/1/23 23:59, author=Ms X, text=YES, link=http://www.example.com",Record index 5 is out of range
2021-08-25 11:51:36.024,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30903,"[7] recordIndex=6, moment=2021/1/23 23:59, author=Jane Doe, text=q passssa?, link=http://www.example.com",Record index 6 is out of range
2021-08-25 11:52:34.222,acme.testing.PanicTest,positivePanic,1487,"positivePanic()",OK
2021-08-25 11:52:35.402,acme.testing.PanicTest,negativePanic,771,"negativePanic()",OK
