timestamp,test-class,test-method,time,description,result
2021-08-26 20:09:18.988,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,3611,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-26 20:09:20.846,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1306,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-26 20:09:22.733,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1276,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-26 20:09:24.823,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1563,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-26 20:09:26.841,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1384,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-26 20:09:28.712,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1347,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-26 20:09:30.404,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1237,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-26 20:10:03.308,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5910,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-26 20:10:08.54,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4856,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-26 20:10:12.754,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3628,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-26 20:10:18.924,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5800,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-26 20:10:21.315,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2017,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-26 20:10:23.567,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1850,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-26 20:10:25.703,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1788,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-26 20:10:28.552,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2497,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-26 20:10:58.05,acme.testing.anonymous.task.AnonymousTaskListTest,list,5346,"[1] recordIndex=0, title=Task 05, description=This is task 05, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-26 20:11:01.133,acme.testing.anonymous.task.AnonymousTaskListTest,list,2644,"[2] recordIndex=1, title=Task 15, description=This is task 15, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-26 20:11:04.188,acme.testing.anonymous.task.AnonymousTaskListTest,list,2694,"[3] recordIndex=2, title=Task 25, description=This is task 25, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-26 20:11:07.179,acme.testing.anonymous.task.AnonymousTaskListTest,list,2626,"[4] recordIndex=3, title=Task 35, description=This is task 35, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-26 20:11:10.194,acme.testing.anonymous.task.AnonymousTaskListTest,list,2657,"[5] recordIndex=4, title=Task 45, description=This is task 45, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-26 20:11:13.395,acme.testing.anonymous.task.AnonymousTaskListTest,list,2826,"[6] recordIndex=5, title=Task 55, description=This is task 55, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-26 20:11:16.373,acme.testing.anonymous.task.AnonymousTaskListTest,list,2598,"[7] recordIndex=6, title=Task 65, description=This is task 65, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-26 20:11:50.599,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,8711,"[1] recordIndex=0, title=Task 01, description=This is task 01, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-26 20:11:57.449,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6447,"[2] recordIndex=1, title=Task 11, description=This is task 11, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-26 20:12:03.821,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6032,"[3] recordIndex=2, title=Task 21, description=This is task 21, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-26 20:12:10.358,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6164,"[4] recordIndex=3, title=Task 31, description=This is task 31, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-26 20:12:17.703,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6914,"[5] recordIndex=4, title=Task 41, description=This is task 41, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-26 20:12:24.466,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6301,"[6] recordIndex=5, title=Task 51, description=This is task 51, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-26 20:12:30.888,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6063,"[7] recordIndex=6, title=Task 61, description=This is task 61, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-26 20:13:07.992,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,becomeManager,13351,"becomeManager()",OK
