timestamp,test-class,test-method,time,description,result
2021-08-25 23:29:21.857,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1336,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 23:29:23.443,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1256,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 23:29:25.015,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1245,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 23:29:27.452,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1279,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 23:29:29.174,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1300,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 23:29:31.439,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1906,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 23:29:33.255,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1440,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 23:30:05.394,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4108,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 23:30:09.421,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3658,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 23:30:13.766,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4002,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 23:30:17.68,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3563,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 23:30:19.968,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1890,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 23:30:22.251,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1852,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
