timestamp,test-class,test-method,time,description,result
2021-08-25 17:53:44.143,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,2430,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 17:53:45.754,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1234,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 17:53:47.935,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1252,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 17:53:49.552,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1228,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 17:53:51.165,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1247,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 17:53:52.848,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1249,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 17:53:54.423,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1226,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 17:54:24.779,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5311,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 17:54:28.723,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3561,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 17:54:32.719,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3665,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 17:54:36.673,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3620,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 17:54:38.955,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1903,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 17:54:41.211,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1853,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 17:54:43.415,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1827,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 17:54:46.147,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2368,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 17:55:15.521,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,3955,"[1] recordIndex=0, title=Task 01, description=This is task 01, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/10/2021 15:00:00, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",Expected value 'Task 01' in attribute 0 of record 0, but found 'Task 1'
2021-08-25 17:55:21.293,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,5420,"[2] recordIndex=1, title=Task 11, description=This is task 11, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/11/2021 12:00:00, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",Expected value '25/09/2021 12:00:00' in input box 'executionPeriodStart', but '2021/09/25 12:00' was found
2021-08-25 17:55:26.579,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4924,"[3] recordIndex=2, title=Task 21, description=This is task 21, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/10/2021 21:00:00, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",Expected value '25/09/2021 12:00:00' in input box 'executionPeriodStart', but '2021/09/25 12:00' was found
2021-08-25 17:55:32.123,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4914,"[4] recordIndex=3, title=Task 31, description=This is task 31, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/12/2021 20:00:00, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",Expected value '25/09/2021 12:00:00' in input box 'executionPeriodStart', but '2021/09/25 12:00' was found
2021-08-25 17:55:37.368,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4915,"[5] recordIndex=4, title=Task 41, description=This is task 41, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/10/2021 16:00:00, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",Expected value '25/09/2021 12:00:00' in input box 'executionPeriodStart', but '2021/09/25 12:00' was found
2021-08-25 17:55:42.581,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4854,"[6] recordIndex=5, title=Task 51, description=This is task 51, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/11/2021 12:00:00, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",Expected value '25/09/2021 12:00:00' in input box 'executionPeriodStart', but '2021/09/25 12:00' was found
2021-08-25 17:55:47.82,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,4894,"[7] recordIndex=6, title=Task 61, description=This is task 61, executionPeriodStart=25/09/2021 12:00:00, executionPeriodEnd=25/11/2021 8:00:00, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",Expected value '25/09/2021 12:00:00' in input box 'executionPeriodStart', but '2021/09/25 12:00' was found
2021-08-25 17:56:10.747,acme.testing.PanicTest,positivePanic,435,"positivePanic()",OK
2021-08-25 17:56:11.426,acme.testing.PanicTest,negativePanic,347,"negativePanic()",OK
