timestamp,test-class,test-method,time,description,result
2021-08-25 22:00:41.579,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1338,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 22:00:43.18,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1257,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 22:00:44.833,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1272,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 22:00:46.578,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1265,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 22:00:48.642,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1671,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 22:00:50.321,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1232,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 22:00:52.066,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1278,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 22:01:25.388,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5792,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 22:01:29.902,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4154,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 22:01:33.904,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3586,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 22:01:38.004,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3665,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
