timestamp,test-class,test-method,time,description,result
2021-08-30 19:48:56.005,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,6032,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-30 19:49:04.076,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,5574,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-30 19:49:12.249,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,5572,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-30 19:49:20.038,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,5467,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-30 19:49:27.638,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,4966,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-30 19:49:36.328,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,5923,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-30 19:49:44.14,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,5140,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-30 19:51:04.052,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,17367,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-30 19:51:21.338,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,14926,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-30 19:51:39.222,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,15468,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-30 19:51:58.96,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,17077,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-30 19:52:11.189,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,9965,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-30 19:52:22.436,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,8694,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-30 19:52:32.303,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,7364,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-30 19:52:48.653,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,13868,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-30 19:53:59.837,acme.testing.anonymous.task.AnonymousTaskListTest,list,10251,"[1] recordIndex=0, title=Task 05, description=This is task 05, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-30 19:54:13.422,acme.testing.anonymous.task.AnonymousTaskListTest,list,10886,"[2] recordIndex=1, title=Task 15, description=This is task 15, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-30 19:54:25.163,acme.testing.anonymous.task.AnonymousTaskListTest,list,9320,"[3] recordIndex=2, title=Task 25, description=This is task 25, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-30 19:54:36.913,acme.testing.anonymous.task.AnonymousTaskListTest,list,9224,"[4] recordIndex=3, title=Task 35, description=This is task 35, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-30 19:54:48.349,acme.testing.anonymous.task.AnonymousTaskListTest,list,9040,"[5] recordIndex=4, title=Task 45, description=This is task 45, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-30 19:55:01.056,acme.testing.anonymous.task.AnonymousTaskListTest,list,10050,"[6] recordIndex=5, title=Task 55, description=This is task 55, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
