timestamp,test-class,test-method,time,description,result
2021-08-25 22:19:41.845,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1358,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 22:19:43.49,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1278,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 22:19:45.127,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1247,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 22:19:46.773,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1329,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 22:19:48.378,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1249,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 22:19:49.927,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1230,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 22:19:51.539,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1276,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 22:20:19.815,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4275,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 22:20:23.887,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3705,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 22:20:28.404,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4173,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 22:20:33.56,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4824,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 22:20:35.731,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1858,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 22:20:38.031,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1934,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 22:20:40.155,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1794,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 22:20:43.037,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2500,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 22:21:10.184,acme.testing.anonymous.task.AnonymousTaskListTest,list,2699,"[1] recordIndex=0, title=Task 05, description=This is task 05, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-25 22:21:14.472,acme.testing.anonymous.task.AnonymousTaskListTest,list,2616,"[2] recordIndex=1, title=Task 15, description=This is task 15, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-25 22:21:17.835,acme.testing.anonymous.task.AnonymousTaskListTest,list,3016,"[3] recordIndex=2, title=Task 25, description=This is task 25, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
