timestamp,test-class,test-method,time,description,result
2021-12-01 18:13:56.673,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,3325,"[1] recordIndex=0, moment=23/11/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-12-01 18:13:58.39,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1261,"[2] recordIndex=1, moment=24/11/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-12-01 18:14:00.33,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1300,"[3] recordIndex=2, moment=25/11/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-12-01 18:14:02.118,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1263,"[4] recordIndex=3, moment=26/11/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-12-01 18:14:03.875,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1283,"[5] recordIndex=4, moment=27/11/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-12-01 18:14:05.717,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1297,"[6] recordIndex=5, moment=28/11/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-12-01 18:14:07.354,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1242,"[7] recordIndex=6, moment=29/11/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-12-01 18:14:45.229,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,6828,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-12-01 18:14:49.84,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3815,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-12-01 18:14:54.491,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4273,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-12-01 18:14:59.264,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4297,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-12-01 18:15:01.538,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1895,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-12-01 18:15:04.197,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2276,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
