timestamp,test-class,test-method,time,description,result
2021-08-24 19:51:50.587,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30976,"[1] recordIndex=0, moment=2021/8/23 23:59, author=Juan Perez, text=hola, link=http://www.example.com",Record index 0 is out of range
2021-08-24 19:52:21.976,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30929,"[2] recordIndex=1, moment=2021/8/23 23:59, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",Record index 1 is out of range
2021-08-24 19:52:53.325,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30924,"[3] recordIndex=2, moment=2021/8/23 23:59, author=Joe Biden, text=Me aburro, link=null",Record index 2 is out of range
2021-08-24 19:53:24.652,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30900,"[4] recordIndex=3, moment=2021/8/23 23:59, author=Angela Merkel, text=Algo que decir, link=null",Record index 3 is out of range
2021-08-24 19:53:56.086,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30944,"[5] recordIndex=4, moment=2021/8/23 23:59, author=Angelina Jolie, text=NOOOOOOOO, link=null",Record index 4 is out of range
2021-08-24 19:54:27.565,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30959,"[6] recordIndex=5, moment=2021/8/23 23:59, author=Ms X, text=YES, link=http://www.example.com",Record index 5 is out of range
2021-08-24 19:54:58.875,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,30902,"[7] recordIndex=6, moment=2021/8/23 23:59, author=Jane Doe, text=q passssa?, link=http://www.example.com",Record index 6 is out of range
2021-08-24 19:55:30.172,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30897,"[1] recordIndex=0, moment=2021/1/23 23:59, author=Juan Perez, text=hola, link=http://www.example.com",Record index 0 is out of range
2021-08-24 19:56:01.502,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30917,"[2] recordIndex=1, moment=2021/1/23 23:59, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",Record index 1 is out of range
2021-08-24 19:56:32.957,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30950,"[3] recordIndex=2, moment=2021/1/23 23:59, author=Joe Biden, text=Me aburro, link=null",Record index 2 is out of range
2021-08-24 19:57:04.279,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30923,"[4] recordIndex=3, moment=2021/1/23 23:59, author=Angela Merkel, text=Algo que decir, link=null",Record index 3 is out of range
2021-08-24 19:57:35.699,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30925,"[5] recordIndex=4, moment=2021/1/23 23:59, author=Angelina Jolie, text=NOOOOOOOO, link=null",Record index 4 is out of range
2021-08-24 19:58:07.044,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30906,"[6] recordIndex=5, moment=2021/1/23 23:59, author=Ms X, text=YES, link=http://www.example.com",Record index 5 is out of range
2021-08-24 19:58:38.463,acme.testing.anonymous.shout.AnonymousShoutListTest,listNegative,30942,"[7] recordIndex=6, moment=2021/1/23 23:59, author=Jane Doe, text=q passssa?, link=http://www.example.com",Record index 6 is out of range
2021-08-24 19:59:22.261,acme.testing.PanicTest,positivePanic,551,"positivePanic()",OK
2021-08-24 19:59:23.071,acme.testing.PanicTest,negativePanic,374,"negativePanic()",OK
