timestamp,test-class,test-method,time,description,result
2021-08-25 22:42:26.638,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1389,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 22:42:28.335,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1252,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 22:42:30.003,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1236,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 22:42:31.662,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1264,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 22:42:33.252,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1236,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 22:42:34.919,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1302,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 22:42:36.559,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1261,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 22:43:06.025,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5247,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 22:43:12.719,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5951,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 22:43:18.366,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3875,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 22:43:23.143,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4392,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 22:43:26.071,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2584,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 22:43:28.346,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1851,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 22:43:30.547,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1828,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 22:43:33.465,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2531,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 22:44:07.108,acme.testing.anonymous.task.AnonymousTaskListTest,list,2609,"[1] recordIndex=0, title=Task 05, description=This is task 05, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-25 22:44:10.278,acme.testing.anonymous.task.AnonymousTaskListTest,list,2716,"[2] recordIndex=1, title=Task 15, description=This is task 15, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-25 22:44:13.256,acme.testing.anonymous.task.AnonymousTaskListTest,list,2631,"[3] recordIndex=2, title=Task 25, description=This is task 25, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-25 22:44:16.234,acme.testing.anonymous.task.AnonymousTaskListTest,list,2605,"[4] recordIndex=3, title=Task 35, description=This is task 35, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-25 22:44:19.232,acme.testing.anonymous.task.AnonymousTaskListTest,list,2655,"[5] recordIndex=4, title=Task 45, description=This is task 45, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-25 22:44:22.197,acme.testing.anonymous.task.AnonymousTaskListTest,list,2588,"[6] recordIndex=5, title=Task 55, description=This is task 55, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-25 22:44:25.116,acme.testing.anonymous.task.AnonymousTaskListTest,list,2602,"[7] recordIndex=6, title=Task 65, description=This is task 65, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-25 22:45:12.56,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,7752,"[1] recordIndex=0, title=Task 01, description=This is task 01, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-25 22:45:20.469,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,7400,"[2] recordIndex=1, title=Task 11, description=This is task 11, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-25 22:45:27.374,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6516,"[3] recordIndex=2, title=Task 21, description=This is task 21, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-25 22:45:34.16,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6368,"[4] recordIndex=3, title=Task 31, description=This is task 31, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-25 22:45:41.406,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6792,"[5] recordIndex=4, title=Task 41, description=This is task 41, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-25 22:45:48.35,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6598,"[6] recordIndex=5, title=Task 51, description=This is task 51, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-25 22:45:55.125,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6416,"[7] recordIndex=6, title=Task 61, description=This is task 61, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-25 22:46:39.367,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,becomeManager,11538,"becomeManager()",OK
2021-08-25 22:47:08.405,acme.testing.PanicTest,positivePanic,492,"positivePanic()",OK
2021-08-25 22:47:09.841,acme.testing.PanicTest,negativePanic,1019,"negativePanic()",OK
2021-08-25 22:47:33.155,acme.testing.administrator.dashboard.AdministratorDashboardTest,showDashboard,2,"showDashboard(int, String, String, String, String)",No ParameterResolver registered for parameter [final int recordIndex] in method [public void acme.testing.administrator.dashboard.AdministratorDashboardTest.showDashboard(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String) throws java.text.ParseException].
