timestamp,test-class,test-method,time,description,result
2021-08-25 20:54:08.445,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1953,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 20:54:10.152,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1346,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 20:54:12.782,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1922,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 20:54:15.42,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1939,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 20:54:17.317,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1414,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 20:54:18.98,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1298,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 20:54:20.579,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1240,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 20:55:19.921,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4709,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 20:55:23.896,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3628,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 20:55:28.347,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4102,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 20:55:32.347,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3663,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 20:55:34.543,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1834,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 20:55:36.797,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1890,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 20:55:38.931,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1799,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 20:55:41.743,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2481,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 20:56:15.565,acme.testing.anonymous.task.AuthenicatedTaskListTest,list,4892,"[1] recordIndex=0, title=Task 05, description=This is task 05, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
