timestamp,test-class,test-method,time,description,result
2021-08-25 23:17:38.156,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1348,"[1] recordIndex=0, moment=23/08/2021 23:59:00, author=Juan Perez, text=hola, link=http://www.example.com",OK
2021-08-25 23:17:39.877,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1318,"[2] recordIndex=1, moment=24/08/2021 23:59:00, author=Leonardo Dicaprio, text=buenos días, link=http://www.example.com",OK
2021-08-25 23:17:41.783,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1307,"[3] recordIndex=2, moment=25/08/2021 23:59:00, author=Joe Biden, text=Me aburro, link=null",OK
2021-08-25 23:17:43.438,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1259,"[4] recordIndex=3, moment=26/08/2021 23:59:00, author=Angela Merkel, text=Algo que decir, link=null",OK
2021-08-25 23:17:45.133,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1257,"[5] recordIndex=4, moment=27/08/2021 23:59:00, author=Angelina Jolie, text=NOOOOOOOO, link=null",OK
2021-08-25 23:17:46.847,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1303,"[6] recordIndex=5, moment=28/08/2021 23:59:00, author=Miss X, text=YES, link=http://www.example.com",OK
2021-08-25 23:17:49.114,acme.testing.anonymous.shout.AnonymousShoutListTest,listPositive,1267,"[7] recordIndex=6, moment=29/08/2021 23:59:00, author=Jane Doe, text=q passssa?, link=http://www.example.com",OK
2021-08-25 23:18:20.812,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4143,"[1] recordIndex=7, author=Paco Gonzalez, text=jajajajajaja, link=http://www.example.com",OK
2021-08-25 23:18:24.787,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3632,"[2] recordIndex=8, author=Nadie, text=Así sí, link=http://www.example.com",OK
2021-08-25 23:18:28.737,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3616,"[3] recordIndex=9, author=Mr Bean, text=Así no, link=null",OK
2021-08-25 23:18:33.473,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4370,"[4] recordIndex=10, author=The Lord of the Flies, text=Whatever, link=null",OK
2021-08-25 23:18:35.725,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1869,"[1] recordIndex=0, author=Paco, text=jojojo, link=http://www.example.com",OK
2021-08-25 23:18:37.909,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1851,"[2] recordIndex=0, author=Un señor con un nombre demasiado largo, text=Así sí, link=http://www.example.com",OK
2021-08-25 23:18:40.048,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1794,"[3] recordIndex=0, author=Eddard Stark, text=null, link=null",OK
2021-08-25 23:18:42.823,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2440,"[4] recordIndex=0, author=Anónimo, text=What is Lorem Ipsum?
Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently wit…, link=null",OK
2021-08-25 23:19:13.59,acme.testing.anonymous.task.AnonymousTaskListTest,list,2631,"[1] recordIndex=0, title=Task 05, description=This is task 05, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-25 23:19:16.606,acme.testing.anonymous.task.AnonymousTaskListTest,list,2645,"[2] recordIndex=1, title=Task 15, description=This is task 15, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-25 23:19:19.629,acme.testing.anonymous.task.AnonymousTaskListTest,list,2648,"[3] recordIndex=2, title=Task 25, description=This is task 25, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-25 23:19:22.698,acme.testing.anonymous.task.AnonymousTaskListTest,list,2649,"[4] recordIndex=3, title=Task 35, description=This is task 35, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-25 23:19:25.665,acme.testing.anonymous.task.AnonymousTaskListTest,list,2625,"[5] recordIndex=4, title=Task 45, description=This is task 45, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-25 23:19:28.638,acme.testing.anonymous.task.AnonymousTaskListTest,list,2632,"[6] recordIndex=5, title=Task 55, description=This is task 55, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-25 23:19:31.941,acme.testing.anonymous.task.AnonymousTaskListTest,list,2899,"[7] recordIndex=6, title=Task 65, description=This is task 65, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-25 23:20:03.164,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6564,"[1] recordIndex=0, title=Task 01, description=This is task 01, executionPeriod=30, link=http://www.moreinfo.something.com, workloadHours=3, workloadMinutes=null, workload=3.00",OK
2021-08-25 23:20:09.757,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6158,"[2] recordIndex=1, title=Task 11, description=This is task 11, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=4, workloadMinutes=null, workload=4.00",OK
2021-08-25 23:20:17.097,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6950,"[3] recordIndex=2, title=Task 21, description=This is task 21, executionPeriod=30, link=null, workloadHours=20, workloadMinutes=null, workload=20.00",OK
2021-08-25 23:20:23.675,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6232,"[4] recordIndex=3, title=Task 31, description=This is task 31, executionPeriod=91, link=null, workloadHours=8, workloadMinutes=33, workload=8.55",OK
2021-08-25 23:20:30.254,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6191,"[5] recordIndex=4, title=Task 41, description=This is task 41, executionPeriod=30, link=null, workloadHours=13, workloadMinutes=30, workload=13.50",OK
2021-08-25 23:20:37.031,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,6432,"[6] recordIndex=5, title=Task 51, description=This is task 51, executionPeriod=61, link=http://www.moreinfo.something.com, workloadHours=1, workloadMinutes=55, workload=1.92",OK
2021-08-25 23:20:44.791,acme.testing.authenticated.task.AuthenicatedTaskListTest,list,7369,"[7] recordIndex=6, title=Task 61, description=This is task 61, executionPeriod=60, link=http://www.moreinfo.something.com, workloadHours=50, workloadMinutes=5, workload=50.08",OK
2021-08-25 23:21:21.237,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,becomeManager,10446,"becomeManager()",OK
2021-08-25 23:21:48.157,acme.testing.PanicTest,positivePanic,489,"positivePanic()",OK
2021-08-25 23:21:49.605,acme.testing.PanicTest,negativePanic,385,"negativePanic()",OK
2021-08-25 23:22:49.448,acme.testing.administrator.dashboard.AdministratorDashboardTest,showDashboard,33286,"showDashboard()",Cannot find 'By.className: text-danger'
